startup_round_id,startup_id,participant_id,participant_type,round_record_date,traction
10933,173340,24,User,2012-4-04 23:09:43,50000
10933,173340,88698,Startup,2012-4-04 23:09:43,50000
10933,173340,73,User,2012-4-04 23:09:43,50000
10933,173340,57,User,2012-4-04 23:09:43,50000
10933,173340,19389,Startup,2012-4-17 12:57:32,50000
10934,173340,173260,Startup,2013-4-04 23:09:44,50000
10934,173340,172714,Startup,2013-4-04 23:09:44,50000
10934,173340,120020,Startup,2013-4-04 23:09:44,50000
10934,173340,161453,Startup,2013-4-04 23:09:44,50000
10934,173340,66,User,2013-4-04 23:09:44,50000
10935,67163,25071,Startup,2012-4-04 23:09:44,1e+08
10935,67163,91083,Startup,2012-4-04 23:09:44,1e+08
10935,67163,30752,Startup,2012-4-04 23:09:44,1e+08
10935,67163,78,User,2012-4-04 23:09:44,1e+08
10935,67163,46,User,2012-4-04 23:09:44,1e+08
10935,67163,43,User,2012-4-04 23:09:44,1e+08
10935,67163,75,User,2012-4-04 23:09:44,1e+08
10935,67163,67,User,2012-4-04 23:09:44,1e+08
10935,67163,30,User,2012-4-04 23:09:44,1e+08
10935,67163,26,User,2012-4-04 23:09:45,1e+08
10935,67163,35,User,2012-4-04 23:09:45,1e+08
10935,67163,12,User,2012-4-04 23:09:45,1e+08
10935,67163,25,User,2012-4-04 23:09:45,1e+08
10935,67163,58,User,2012-4-04 23:09:45,1e+08
10935,67163,62,User,2012-4-04 23:09:45,1e+08
10935,67163,3616,Startup,2012-6-19 22:38:56,1e+08
10935,67163,57,User,2012-7-26 01:09:58,1e+08
10935,67163,35,User,2012-11-06 15:15:28,1e+08
10938,65374,166233,Startup,2013-4-04 23:09:46,
10938,65374,12,User,2013-4-04 23:09:46,
10938,65374,1,User,2013-4-04 23:09:46,
10938,65374,24,User,2013-4-04 23:09:46,
10938,65374,8,User,2013-4-04 23:09:46,
10941,124300,121027,Startup,2012-4-04 23:09:47,15431
10941,124300,14,User,2012-4-04 23:09:47,15431
10941,124300,9,User,2012-4-04 23:09:47,15431
10941,124300,66,User,2012-4-04 23:09:47,15431
10941,124300,174125,Startup,2012-6-26 14:19:38,15431
10941,124300,31,User,2012-12-18 12:26:19,15431
10950,10809,164758,Startup,2013-4-04 23:09:51,170776
10950,10809,29,User,2013-4-04 23:09:51,170776
10950,10809,71,User,2013-4-04 23:09:51,170776
10950,10809,161453,Startup,2013-4-10 12:52:57,170776
10952,124300,88698,Startup,2013-4-04 23:09:51,3500000
10952,124300,140169,Startup,2013-4-04 23:09:51,3500000
10952,124300,6,User,2013-4-04 23:09:51,3500000
10952,124300,16,User,2013-4-04 23:09:51,3500000
10952,124300,76,User,2013-4-04 23:09:51,3500000
10952,124300,71,User,2013-4-04 23:09:51,3500000
10953,4032,173152,Startup,2012-4-04 23:09:51,150000
10953,4032,149749,Startup,2012-4-04 23:09:51,150000
10953,4032,90139,Startup,2012-4-04 23:09:51,150000
10954,77503,100211,Startup,2013-4-04 23:09:52,1000
10954,77503,4061,Startup,2013-4-04 23:09:52,1000
10954,77503,7717,Startup,2013-4-04 23:09:52,1000
10961,149749,90284,Startup,2012-4-04 23:09:54,0
10963,100211,173340,Startup,2012-4-04 23:09:56,
10969,174041,24749,Startup,2012-4-04 23:09:57,2600000
10969,174041,12,User,2012-4-04 23:09:57,2600000
10969,174041,174438,Startup,2012-4-04 23:09:57,2600000
10969,174041,55,User,2012-4-04 23:09:57,2600000
10973,174438,88048,Startup,2012-4-04 23:09:58,25223
10973,174438,148865,Startup,2012-4-04 23:09:58,25223
10973,174438,172097,Startup,2012-4-04 23:09:58,25223
10973,174438,172714,Startup,2012-4-05 18:23:18,25223
10975,174404,172110,Startup,2012-6-26 14:19:42,15
10985,87558,86972,Startup,2012-4-04 23:10:01,1e+06
10985,87558,86972,Startup,2012-4-04 23:10:01,1e+06
10985,87558,78114,Startup,2012-4-04 23:10:01,1e+06
10985,87558,173089,Startup,2012-4-04 23:10:01,1e+06
10985,87558,87995,Startup,2012-4-04 23:10:01,1e+06
10985,87558,34,User,2012-4-04 23:10:01,1e+06
10986,174215,10809,Startup,2013-4-04 23:10:01,750000
10986,174215,30752,Startup,2013-4-04 23:10:01,750000
10986,174215,4032,Startup,2013-4-04 23:10:01,750000
10986,174215,173089,Startup,2013-4-04 23:10:01,750000
10987,174215,91074,Startup,2012-4-04 23:10:01,9e+05
10987,174215,173878,Startup,2012-4-04 23:10:02,9e+05
10987,174215,24749,Startup,2012-4-04 23:10:02,9e+05
10988,153301,78,User,2013-4-04 23:10:02,3000
10989,153301,23703,Startup,2012-4-04 23:10:02,
10989,153301,30,User,2012-4-04 23:10:02,
10989,153301,6,User,2012-4-04 23:10:02,
10989,153301,71,User,2012-4-04 23:10:02,
10989,153301,65,User,2012-11-14 01:31:42,
10990,153301,4061,Startup,2013-4-04 23:10:02,3000
10990,153301,26505,Startup,2013-4-04 23:10:02,3000
10990,153301,29,User,2013-4-04 23:10:02,3000
10990,153301,168176,Startup,2013-4-04 23:10:03,3000
10995,105348,7717,Startup,2012-4-04 23:10:05,8e+05
10995,105348,44,User,2012-4-04 23:10:05,8e+05
10995,105348,71,User,2012-4-04 23:10:05,8e+05
10995,105348,72,User,2012-4-04 23:10:05,8e+05
10995,105348,23,User,2012-4-04 23:10:05,8e+05
10996,105348,30,User,2013-1-28 18:46:15,671
11004,172097,2441,Startup,2013-4-04 23:10:06,850
11004,172097,88048,Startup,2013-4-04 23:10:06,850
11004,172097,6,User,2013-4-04 23:10:06,850
11008,1562,85725,Startup,2013-4-04 23:10:07,15000
12214,18937,88077,Startup,2013-4-04 23:14:05,19000
12214,18937,173878,Startup,2013-4-04 23:14:05,19000
12214,18937,37,User,2013-11-14 01:32:58,19000
12214,18937,34,User,2013-2-19 20:24:37,19000
13863,166233,90470,Startup,2014-4-01 12:52:58,2e+06
15091,162729,150349,Startup,2012-4-04 23:26:19,2179523
15091,162729,3616,Startup,2012-4-04 23:26:19,2179523
15318,69242,124300,Startup,2013-4-04 23:27:09,30000
15318,69242,86254,Startup,2013-4-10 13:09:22,30000
16116,162729,173115,Startup,2013-4-04 23:29:46,32860
16117,162729,124300,Startup,2012-4-04 23:29:46,2179523
16117,162729,149749,Startup,2012-4-04 23:29:46,2179523
16117,162729,50,User,2012-4-04 23:29:46,2179523
16117,162729,67,User,2012-4-04 23:29:46,2179523
16117,162729,173089,Startup,2012-4-04 23:29:46,2179523
16117,162729,18,User,2012-4-04 23:29:47,2179523
18176,162729,26505,Startup,2013-4-04 23:48:07,32860
18199,166233,3003,Startup,2012-4-04 23:48:11,400
18199,166233,105348,Startup,2012-4-04 23:48:12,400
18200,166233,171440,Startup,2013-4-04 23:48:12,1e+05
23799,75930,7717,Startup,2012-9-18 14:31:51,432000
23799,75930,126537,Startup,2012-9-18 14:31:51,432000
23799,75930,173340,Startup,2012-9-18 14:31:51,432000
23799,75930,173469,Startup,2012-9-18 14:31:51,432000
23799,75930,88698,Startup,2012-9-18 14:31:51,432000
25985,168176,60,User,2012-12-20 21:58:36,88000
25986,168176,171440,Startup,2013-12-20 22:56:44,220518
26527,71988,44,User,2013-1-14 23:34:05,1250000
26527,71988,37,User,2013-1-14 23:34:05,1250000
39223,87995,162729,Startup,2014-4-03 01:52:06,6
