district,year,new_parties,new_parties_caste,new_parties_religious,new_parties_socialist,new_parties_communist,new_parties_issues,new_parties_nationalist,new_parties_other,first_foundings,first_foundings_caste,first_foundings_religious,first_foundings_socialist,first_foundings_communist,first_foundings_issues,first_foundings_nationalist,first_foundings_other,franchise_foundings,franchise_foundings_caste,franchise_foundings_religious,franchise_foundings_socialist,franchise_foundings_communist,franchise_foundings_issues,franchise_foundings_nationalist,franchise_foundings_other,voting_participation,raw_rainfall,standardized_rainfall,mild_drought,moderate_drought,mild_flood,moderate_flood,mild_drought_or_flood,moderate_drought_or_flood
Agra,1951,2,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,45.469997,759.3495,-0.24899481,0,0,0,0,0,0
Agra,1957,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41.571667,870.7676667,0.54419321,0,0,0,0,0,0
Agra,1962,5,1,2,1,0,0,0,1,3,0,1,1,0,0,0,1,2,1,1,0,0,0,0,0,57.498573,911.5212,0.8343184,0,0,0,0,0,0
Agra,1967,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,885.3556,0.648045,0,0,0,0,0,0
Agra,1971,4,1,0,0,1,1,1,0,3,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,,778.45525,-0.11298061,0,0,0,0,0,0
Agra,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,737.2911667,-0.40602851,0,0,0,0,0,0
Agra,1980,5,1,1,0,0,0,1,1,4,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,,617.5696667,-1.2583281,1,1,0,0,1,1
Agra,1989,6,1,0,2,1,1,0,0,3,1,0,0,1,1,0,0,3,0,0,2,0,0,0,0,,577.648,-1.5425313,1,1,0,0,1,1
Agra,1991,6,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,,823.2615,0.20599593,0,0,0,0,0,0
Agra,1996,12,1,0,2,0,2,1,1,9,0,0,1,0,2,1,1,3,1,0,1,0,0,0,0,,872.81725,0.55878425,0,0,0,0,0,0
Agra,1998,6,1,0,0,1,0,0,1,2,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,55.559998,668.6835,-0.89444774,1,0,0,0,1,0
Agra,1999,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,54.885002,948.489,1.0974928,0,0,0,0,0,0
Ahmedabad,1951,4,1,1,0,0,1,1,0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,49.91,549.729,-0.4024272,0,0,0,0,0,0
Ahmedabad,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.379997,654.3418333,0.69857919,0,0,0,0,0,0
Ahmedabad,1962,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,61.167999,729.0222,1.4845588,0,0,0,0,0,0
Ahmedabad,1967,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,625.9282,0.39953753,0,0,0,0,0,0
Ahmedabad,1971,3,1,1,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,599.19225,0.11815284,0,0,0,0,0,0
Ahmedabad,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,629.9881667,0.442267,0,0,0,0,0,0
Ahmedabad,1980,3,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,610.8236667,0.24056864,0,0,0,0,0,0
Ahmedabad,1989,3,1,1,0,0,1,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,434.8195,-1.6118017,1,1,0,0,1,1
Ahmedabad,1991,6,1,0,2,0,0,0,1,2,1,0,1,0,0,0,0,4,0,0,1,0,0,0,1,,573.8435,-0.14863217,0,0,0,0,0,0
Ahmedabad,1996,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,,640.61,0.55405736,0,0,0,0,0,0
Ahmedabad,1998,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,57.212002,731.088,1.5063004,0,0,1,0,1,0
Ahmedabad,1999,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,41.959999,486.757,-1.0651811,1,1,0,0,1,1
Ahmednagar,1951,4,0,0,1,1,1,1,0,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,44.119999,825.2075,-0.27183855,0,0,0,0,0,0
Ahmednagar,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.004997,1003.079667,2.0814862,0,0,1,1,1,1
Ahmednagar,1962,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,58.746666,932.1168,1.1426171,0,0,0,0,0,0
Ahmednagar,1967,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,789.7904,-0.74042189,1,0,0,0,1,0
Ahmednagar,1971,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,892.873,0.62340492,0,0,0,0,0,0
Ahmednagar,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,770.8238333,-0.99135768,1,0,0,0,1,0
Ahmednagar,1980,4,1,0,0,0,0,1,1,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,773.614,-0.95444256,1,0,0,0,1,0
Ahmednagar,1989,4,1,0,1,0,1,0,0,2,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,,821.92775,-0.31523103,0,0,0,0,0,0
Ahmednagar,1991,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,,867.076,0.2820996,0,0,0,0,0,0
Ahmednagar,1996,6,1,0,2,0,1,0,0,4,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0,,887.32525,0.55000579,0,0,0,0,0,0
Ahmednagar,1998,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.895714,947.0275,1.339892,0,0,0,0,0,0
Ahmednagar,1999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.970001,825.251,-0.271263,0,0,0,0,0,0
Ajmer,1951,5,0,2,0,1,1,1,0,5,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,54.41,487.5475,-0.52117217,1,0,0,0,1,0
Ajmer,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.400002,593.8378333,0.56480378,0,0,0,0,0,0
Ajmer,1962,3,0,1,1,0,0,0,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,55.799999,555.2386,0.17043266,0,0,0,0,0,0
Ajmer,1967,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,580.6558,0.43012202,0,0,0,0,0,0
Ajmer,1971,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,477.93875,-0.61934543,1,0,0,0,1,0
Ajmer,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,672.6488333,1.3700215,0,0,0,0,0,0
Ajmer,1980,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,593.8803333,0.565238,0,0,0,0,0,0
Ajmer,1989,3,2,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,387.3245,-1.5451577,1,1,0,0,1,1
Ajmer,1991,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,,477.011,-0.62882429,1,0,0,0,1,0
Ajmer,1996,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,,706.762,1.7185581,0,0,1,0,1,0
Ajmer,1998,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,58.939999,648.8295,1.1266576,0,0,0,0,0,0
Ajmer,1999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.700001,500.932,-0.38442174,0,0,0,0,0,0
Akola,1951,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Akola,1957,5,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,4,1,1,0,1,0,1,0,62.349998,820.4258333,0.14723387,0,0,0,0,0,0
Akola,1962,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,67.43,955.887,1.6026907,0,0,1,0,1,0
Akola,1967,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,735.4114,-0.76620018,1,0,0,0,1,0
Akola,1971,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,836.44075,0.31930548,0,0,0,0,0,0
Akola,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,816.0843333,0.1005868,0,0,0,0,0,0
Akola,1980,3,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,810.487,0.04044649,0,0,0,0,0,0
Akola,1989,4,1,0,2,0,1,0,0,2,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,,773.40025,-0.35803056,0,0,0,0,0,0
Akola,1991,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,,694.541,-1.2053305,1,1,0,0,1,1
Akola,1996,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,836.5105,0.32005489,0,0,0,0,0,0
Akola,1998,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,65.440002,829.804,0.24799719,0,0,0,0,0,0
Akola,1999,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,60.970001,996.156,2.0353594,0,0,1,1,1,1
Aligarh,1951,5,1,1,2,0,0,1,0,5,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,48.23,670.9125,-0.39853749,0,0,0,0,0,0
Aligarh,1957,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.400002,725.7401667,0.091232248,0,0,0,0,0,0
Aligarh,1962,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,54.82,803.6794,0.7874552,0,0,0,0,0,0
Aligarh,1967,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,816.2118,0.89940578,0,0,0,0,0,0
Aligarh,1971,4,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,3,0,0,2,1,0,0,0,,705.97,-0.08537256,0,0,0,0,0,0
Aligarh,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,708.9893333,-0.058401175,0,0,0,0,0,0
Aligarh,1980,4,2,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,602.7186667,-1.0077058,1,1,0,0,1,1
Aligarh,1989,5,0,0,1,1,1,0,0,3,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,,548.093,-1.4956712,1,1,0,0,1,1
Aligarh,1991,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,,738.3245,0.20364676,0,0,0,0,0,0
Aligarh,1996,5,0,0,0,1,1,0,1,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,843.41525,1.1424114,0,0,0,0,0,0
Aligarh,1998,5,1,1,1,0,1,1,0,2,0,0,0,0,1,1,0,3,1,1,1,0,0,0,0,50.27,657.338,-0.51979709,1,0,0,0,1,0
Aligarh,1999,7,4,1,0,1,0,0,1,2,2,0,0,0,0,0,0,5,2,1,0,1,0,0,1,45.060001,676.394,-0.34957185,0,0,0,0,0,0
Allahabad,1951,5,0,1,3,0,0,1,0,5,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,38.50375,1122.779,0.87314594,0,0,0,0,0,0
Allahabad,1957,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,51.5,1126.395333,0.89922875,0,0,0,0,0,0
Allahabad,1962,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.970001,1077.834,0.54898041,0,0,0,0,0,0
Allahabad,1967,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1013.6786,0.086259916,0,0,0,0,0,0
Allahabad,1971,3,1,0,0,0,1,1,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,1147.103,1.0485827,0,0,0,0,0,0
Allahabad,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,968.588,-0.2389558,0,0,0,0,0,0
Allahabad,1980,4,1,1,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,1166.060667,1.1853148,0,0,0,0,0,0
Allahabad,1989,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,,838.61925,-1.1763546,1,1,0,0,1,1
Allahabad,1991,5,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,5,1,0,1,1,1,0,1,,891.524,-0.79477948,1,0,0,0,1,0
Allahabad,1996,6,2,0,0,1,1,0,1,5,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,,954.1035,-0.34342518,0,0,0,0,0,0
Allahabad,1998,5,1,1,1,1,0,0,1,2,1,0,0,1,0,0,0,3,0,1,1,0,0,0,1,48.009998,943.0845,-0.42289966,0,0,0,0,0,0
Allahabad,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.98,1044.186,0.30629438,0,0,0,0,0,0
Almora,1951,2,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,26.940001,1108.1485,0.21754694,0,0,0,0,0,0
Almora,1957,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,1110.632667,0.23305441,0,0,0,0,0,0
Almora,1962,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.299999,1228.6234,0.96961468,0,0,0,0,0,0
Almora,1967,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,1099.3022,0.16232368,0,0,0,0,0,0
Almora,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1228.8855,0.97125083,0,0,0,0,0,0
Almora,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1117.048333,0.27310437,0,0,0,0,0,0
Almora,1980,4,1,0,0,0,0,1,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,1227.4,0.96197754,0,0,0,0,0,0
Almora,1989,2,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1042.27975,-0.19364046,0,0,0,0,0,0
Almora,1991,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,,935.0205,-0.86320913,1,0,0,0,1,0
Almora,1996,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,1151.03875,0.48529044,0,0,0,0,0,0
Almora,1998,2,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,46.450001,946.447,-0.79187888,1,0,0,0,1,0
Almora,1999,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,41.82,657.596,-2.5950389,1,1,0,0,1,1
Alwar,1951,3,0,1,0,0,1,1,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,52.18,584.312,-0.57918864,1,0,0,0,1,0
Alwar,1957,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,45.580002,653.2481667,0.15534903,0,0,0,0,0,0
Alwar,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.689999,664.113,0.27111745,0,0,0,0,0,0
Alwar,1967,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,710.283,0.7630741,0,0,0,0,0,0
Alwar,1971,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,594.95825,-0.46574935,0,0,0,0,0,0
Alwar,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,717.9958333,0.84525687,0,0,0,0,0,0
Alwar,1980,4,1,0,0,0,0,1,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,621.6296667,-0.18155657,0,0,0,0,0,0
Alwar,1989,4,1,0,0,0,1,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,465.863,-1.841302,1,1,0,0,1,1
Alwar,1991,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,,640.5405,0.019944636,0,0,0,0,0,0
Alwar,1996,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,,804.9895,1.7722032,0,0,1,0,1,0
Alwar,1998,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58.549999,655.8735,0.18332283,0,0,0,0,0,0
Alwar,1999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,53.580002,551.37,-0.93019658,1,0,0,0,1,0
Ambedkar Nagar,1951,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Ambedkar Nagar,1957,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Ambedkar Nagar,1962,3,0,1,1,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,50.360001,1024.575,0.75026262,0,0,0,0,0,0
Ambedkar Nagar,1967,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,905.9844,-0.06573119,0,0,0,0,0,0
Ambedkar Nagar,1971,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,,1062.7355,1.012836,0,0,0,0,0,0
Ambedkar Nagar,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,930.5256667,0.10313145,0,0,0,0,0,0
Ambedkar Nagar,1980,4,1,0,0,1,0,0,1,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,1067.290333,1.0441767,0,0,0,0,0,0
Ambedkar Nagar,1989,5,0,0,1,1,1,0,0,2,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,,865.76025,-0.34250402,0,0,0,0,0,0
Ambedkar Nagar,1991,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,,727.734,-1.29223,1,1,0,0,1,1
Ambedkar Nagar,1996,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,,862.3415,-0.36602765,0,0,0,0,0,0
Ambedkar Nagar,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.93,785.288,-0.89621454,1,0,0,0,1,0
Ambedkar Nagar,1999,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,60.919998,689.565,-1.5548618,1,1,0,0,1,1
Amravati,1951,6,0,2,3,0,0,1,0,6,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,56.318569,748.135,-0.95419526,1,0,0,0,1,0
Amravati,1957,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.970001,840.3376667,-0.012431967,0,0,0,0,0,0
Amravati,1962,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,73.559998,970.9954,1.3221136,0,0,0,0,0,0
Amravati,1967,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,713.4408,-1.3085638,1,1,0,0,1,1
Amravati,1971,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,896.0205,0.55631566,0,0,0,0,0,0
Amravati,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,869.2623333,0.28300622,0,0,0,0,0,0
Amravati,1980,3,1,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,842.9263333,0.014008822,0,0,0,0,0,0
Amravati,1989,4,1,0,0,1,1,0,0,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,,797.58475,-0.44911271,0,0,0,0,0,0
Amravati,1991,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,,776.5415,-0.66404969,1,0,0,0,1,0
Amravati,1996,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,881.05725,0.40348017,0,0,0,0,0,0
Amravati,1998,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55.380001,860.757,0.19613227,0,0,0,0,0,0
Amravati,1999,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,62.07,1020.152,1.8242019,0,0,1,0,1,0
Amreli,1951,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Amreli,1957,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Amreli,1962,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,54.110001,751.6342,0.42385256,0,0,0,0,0,0
Amreli,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,676.5962,-0.005300561,0,0,0,0,0,0
Amreli,1971,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,689.53125,0.068676852,0,0,0,0,0,0
Amreli,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,454.9203333,-1.2730967,1,1,0,0,1,1
Amreli,1980,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,981.5866667,1.7389838,0,0,1,0,1,0
Amreli,1989,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,559.47925,-0.67510921,1,0,0,0,1,0
Amreli,1991,5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,,599.8605,-0.44416305,0,0,0,0,0,0
Amreli,1996,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,682.822,0.030305684,0,0,0,0,0,0
Amreli,1998,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.610001,984.996,1.7584822,0,0,1,0,1,0
Amreli,1999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.639999,564.569,-0.64600021,1,0,0,0,1,0
Amritsar,1951,5,0,1,0,2,0,1,0,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,53.574287,582.833,0.53096449,0,0,0,0,0,0
Amritsar,1957,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,63.66,468.1491667,-0.67171484,1,0,0,0,1,0
Amritsar,1962,2,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70.033333,486.2496,-0.48189718,0,0,0,0,0,0
Amritsar,1967,5,0,2,1,1,0,0,1,4,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,,453.976,-0.82034761,1,0,0,0,1,0
Amritsar,1971,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,414.5595,-1.233705,1,1,0,0,1,1
Amritsar,1977,3,0,0,1,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,523.7096667,-0.089056715,0,0,0,0,0,0
Amritsar,1980,5,2,0,1,0,0,0,1,4,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,,694.138,1.6982104,0,0,1,0,1,0
Amritsar,1989,7,2,1,0,0,1,0,0,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,518.97975,-0.13865894,0,0,0,0,0,0
Amritsar,1991,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,,571.7665,0.41491109,0,0,0,0,0,0
Amritsar,1996,7,1,0,1,1,1,0,0,3,1,0,0,0,1,0,0,4,0,0,1,1,0,0,0,,513.6105,-0.19496579,0,0,0,0,0,0
Amritsar,1998,2,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.906876,654.518,1.2827189,0,0,0,0,0,0
Amritsar,1999,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.765331,332.441,-2.0948746,1,1,0,0,1,1
Anand,1951,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Anand,1957,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,67.260002,739.543,0.7612164,0,0,0,0,0,0
Anand,1962,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.019997,809.2302,1.5182823,0,0,1,0,1,0
Anand,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,682.575,0.14232896,0,0,0,0,0,0
Anand,1971,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,708.28675,0.42165557,0,0,0,0,0,0
Anand,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,697.2146667,0.30137098,0,0,0,0,0,0
Anand,1980,3,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,680.6233333,0.1211265,0,0,0,0,0,0
Anand,1989,3,1,1,0,0,1,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,529.9575,-1.5156729,1,1,0,0,1,1
Anand,1991,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,,688.3465,0.20502922,0,0,0,0,0,0
Anand,1996,4,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,,742.90675,0.79775941,0,0,0,0,0,0
Anand,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.529999,799.911,1.4170407,0,0,0,0,0,0
Anand,1999,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.529999,571.954,-1.0594325,1,1,0,0,1,1
